"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Destination Port"
"1699","1.690003","192.168.0.192","192.168.0.228","TCP","78","60009  >  3800 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2528176586 TSecr=0 SACK_PERM","60009","3800"
"1700","1.690003","192.168.0.192","192.168.0.228","TCP","78","60010  >  2041 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4043636192 TSecr=0 SACK_PERM","60010","2041"
"1701","1.690003","192.168.0.192","192.168.0.228","TCP","78","60011  >  8000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1842836400 TSecr=0 SACK_PERM","60011","8000"
"1702","1.690003","192.168.0.192","192.168.0.228","TCP","78","60012  >  161 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4254481488 TSecr=0 SACK_PERM","60012","161"
"1703","1.690003","192.168.0.192","192.168.0.228","TCP","78","60013  >  1034 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2244620601 TSecr=0 SACK_PERM","60013","1034"
"1709","1.704646","192.168.0.192","192.168.0.228","TCP","78","60014  >  5988 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1709703427 TSecr=0 SACK_PERM","60014","5988"
"1710","1.704646","192.168.0.192","192.168.0.228","TCP","78","60015  >  9876 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3396930057 TSecr=0 SACK_PERM","60015","9876"
"1711","1.704646","192.168.0.192","192.168.0.228","TCP","78","60016  >  1107 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=408631840 TSecr=0 SACK_PERM","60016","1107"
"1712","1.704646","192.168.0.192","192.168.0.228","TCP","78","60017  >  2967 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1137260350 TSecr=0 SACK_PERM","60017","2967"
"1713","1.704646","192.168.0.192","192.168.0.228","TCP","78","60018  >  6002 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=6508609 TSecr=0 SACK_PERM","60018","6002"
"1719","1.710368","192.168.0.192","192.168.0.228","TCP","78","60019  >  5822 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3066056209 TSecr=0 SACK_PERM","60019","5822"
"1720","1.710368","192.168.0.192","192.168.0.228","TCP","78","60020  >  1053 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=44269331 TSecr=0 SACK_PERM","60020","1053"
"1721","1.710368","192.168.0.192","192.168.0.228","TCP","78","60021  >  1096 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1482467147 TSecr=0 SACK_PERM","60021","1096"
"1722","1.710368","192.168.0.192","192.168.0.228","TCP","78","60022  >  8402 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4262200873 TSecr=0 SACK_PERM","60022","8402"
"1723","1.710368","192.168.0.192","192.168.0.228","TCP","78","60023  >  33 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=475541047 TSecr=0 SACK_PERM","60023","33"
"1729","1.717592","192.168.0.192","192.168.0.228","TCP","78","60024  >  5825 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2335118325 TSecr=0 SACK_PERM","60024","5825"
"1730","1.717592","192.168.0.192","192.168.0.228","TCP","78","60025  >  3920 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3291375520 TSecr=0 SACK_PERM","60025","3920"
"1731","1.717592","192.168.0.192","192.168.0.228","TCP","78","60026  >  7019 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1788326126 TSecr=0 SACK_PERM","60026","7019"
"1732","1.717592","192.168.0.192","192.168.0.228","TCP","78","60027  >  1213 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1962388957 TSecr=0 SACK_PERM","60027","1213"
"1733","1.717592","192.168.0.192","192.168.0.228","TCP","78","60028  >  4 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=865589381 TSecr=0 SACK_PERM","60028","4"
"1739","1.723267","192.168.0.192","192.168.0.228","TCP","78","60029  >  54045 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=570323135 TSecr=0 SACK_PERM","60029","54045"
"1740","1.723267","192.168.0.192","192.168.0.228","TCP","78","60030  >  49160 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2397083418 TSecr=0 SACK_PERM","60030","49160"
"1741","1.723267","192.168.0.192","192.168.0.228","TCP","78","60031  >  16001 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3161592292 TSecr=0 SACK_PERM","60031","16001"
"1742","1.723267","192.168.0.192","192.168.0.228","TCP","78","60032  >  8011 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1465246999 TSecr=0 SACK_PERM","60032","8011"
"1743","1.723267","192.168.0.192","192.168.0.228","TCP","78","60033  >  259 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2280921802 TSecr=0 SACK_PERM","60033","259"
"1749","1.729725","192.168.0.192","192.168.0.228","TCP","78","60034  >  1998 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2712707166 TSecr=0 SACK_PERM","60034","1998"
"1750","1.729725","192.168.0.192","192.168.0.228","TCP","78","60035  >  1717 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2198815962 TSecr=0 SACK_PERM","60035","1717"
"1753","1.731394","192.168.0.192","192.168.0.228","TCP","78","60036  >  9944 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=579697391 TSecr=0 SACK_PERM","60036","9944"
"1754","1.731394","192.168.0.192","192.168.0.228","TCP","78","60037  >  26 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1434134551 TSecr=0 SACK_PERM","60037","26"
"1755","1.731394","192.168.0.192","192.168.0.228","TCP","78","60038  >  616 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=967189989 TSecr=0 SACK_PERM","60038","616"
"1759","1.739469","192.168.0.192","192.168.0.228","TCP","78","60039  >  10010 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2253619466 TSecr=0 SACK_PERM","60039","10010"
"1760","1.739469","192.168.0.192","192.168.0.228","TCP","78","60040  >  800 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=815773974 TSecr=0 SACK_PERM","60040","800"
"1761","1.739469","192.168.0.192","192.168.0.228","TCP","78","60041  >  5405 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2430431225 TSecr=0 SACK_PERM","60041","5405"
"1762","1.739469","192.168.0.192","192.168.0.228","TCP","78","60042  >  2500 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1752335264 TSecr=0 SACK_PERM","60042","2500"
"1763","1.739469","192.168.0.192","192.168.0.228","TCP","78","60043  >  3871 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4152685553 TSecr=0 SACK_PERM","60043","3871"
"1769","1.745431","192.168.0.192","192.168.0.228","TCP","78","60044  >  16113 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=841868387 TSecr=0 SACK_PERM","60044","16113"
"1770","1.745431","192.168.0.192","192.168.0.228","TCP","78","60045  >  42510 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=911173603 TSecr=0 SACK_PERM","60045","42510"
"1773","1.835117","192.168.0.192","192.168.0.228","TCP","78","60046  >  16992 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=433767533 TSecr=0 SACK_PERM","60046","16992"
"1774","1.835117","192.168.0.192","192.168.0.228","TCP","78","60047  >  6668 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2713897025 TSecr=0 SACK_PERM","60047","6668"
"1775","1.835117","192.168.0.192","192.168.0.228","TCP","78","60048  >  58080 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3799936219 TSecr=0 SACK_PERM","60048","58080"
"1779","1.837374","192.168.0.192","192.168.0.228","TCP","78","60049  >  52673 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2774326670 TSecr=0 SACK_PERM","60049","52673"
"1780","1.837374","192.168.0.192","192.168.0.228","TCP","78","60050  >  6100 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=553881849 TSecr=0 SACK_PERM","60050","6100"
"1784","1.842463","192.168.0.192","192.168.0.228","TCP","78","60051  >  714 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=896541422 TSecr=0 SACK_PERM","60051","714"
"1785","1.842463","192.168.0.192","192.168.0.228","TCP","78","60052  >  1094 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3075132135 TSecr=0 SACK_PERM","60052","1094"
"1788","1.844079","192.168.0.192","192.168.0.228","TCP","78","60053  >  2800 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=527275054 TSecr=0 SACK_PERM","60053","2800"
"1790","1.846259","192.168.0.192","192.168.0.228","TCP","78","60054  >  2003 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=8388486 TSecr=0 SACK_PERM","60054","2003"
"1791","1.846259","192.168.0.192","192.168.0.228","TCP","78","60055  >  3986 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=914296948 TSecr=0 SACK_PERM","60055","3986"
"1794","1.850648","192.168.0.192","192.168.0.228","TCP","78","60056  >  1801 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3231529761 TSecr=0 SACK_PERM","60056","1801"
"1795","1.850648","192.168.0.192","192.168.0.228","TCP","78","60057  >  3878 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3907935007 TSecr=0 SACK_PERM","60057","3878"
"1796","1.850648","192.168.0.192","192.168.0.228","TCP","78","60058  >  901 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2092174813 TSecr=0 SACK_PERM","60058","901"
"1800","1.854791","192.168.0.192","192.168.0.228","TCP","78","60059  >  18101 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3446292936 TSecr=0 SACK_PERM","60059","18101"
"1801","1.854791","192.168.0.192","192.168.0.228","TCP","78","60060  >  5060 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=574246548 TSecr=0 SACK_PERM","60060","5060"
"1802","1.854791","192.168.0.192","192.168.0.228","TCP","78","60061  >  64680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2927409724 TSecr=0 SACK_PERM","60061","64680"
"1803","1.854791","192.168.0.192","192.168.0.228","TCP","78","60062  >  8021 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2669758503 TSecr=0 SACK_PERM","60062","8021"
"1804","1.854791","192.168.0.192","192.168.0.228","TCP","78","60063  >  9594 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3003101739 TSecr=0 SACK_PERM","60063","9594"
"1810","1.861949","192.168.0.192","192.168.0.228","TCP","78","60064  >  1104 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1711682115 TSecr=0 SACK_PERM","60064","1104"
"1811","1.861949","192.168.0.192","192.168.0.228","TCP","78","60065  >  20221 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3030600689 TSecr=0 SACK_PERM","60065","20221"
"1812","1.861949","192.168.0.192","192.168.0.228","TCP","78","60066  >  2135 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=749957037 TSecr=0 SACK_PERM","60066","2135"
"1813","1.861949","192.168.0.192","192.168.0.228","TCP","78","60067  >  1123 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2674375116 TSecr=0 SACK_PERM","60067","1123"
"1814","1.861949","192.168.0.192","192.168.0.228","TCP","78","60068  >  1084 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3777910518 TSecr=0 SACK_PERM","60068","1084"
"1820","1.868886","192.168.0.192","192.168.0.228","TCP","78","60069  >  5810 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=703736070 TSecr=0 SACK_PERM","60069","5810"
"1821","1.868886","192.168.0.192","192.168.0.228","TCP","78","60070  >  89 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1601285576 TSecr=0 SACK_PERM","60070","89"
"1822","1.868886","192.168.0.192","192.168.0.228","TCP","78","60071  >  55600 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2442761373 TSecr=0 SACK_PERM","60071","55600"
"1823","1.868886","192.168.0.192","192.168.0.228","TCP","78","60072  >  5190 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4004563396 TSecr=0 SACK_PERM","60072","5190"
"1824","1.868886","192.168.0.192","192.168.0.228","TCP","78","60073  >  514 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1858393111 TSecr=0 SACK_PERM","60073","514"
"1830","1.875302","192.168.0.192","192.168.0.228","TCP","78","60074  >  777 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=224469108 TSecr=0 SACK_PERM","60074","777"
"1831","1.875302","192.168.0.192","192.168.0.228","TCP","78","60075  >  3017 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=946047682 TSecr=0 SACK_PERM","60075","3017"
"1832","1.875302","192.168.0.192","192.168.0.228","TCP","78","60076  >  1417 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2273396249 TSecr=0 SACK_PERM","60076","1417"
"1833","1.875302","192.168.0.192","192.168.0.228","TCP","78","60077  >  1030 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=70692312 TSecr=0 SACK_PERM","60077","1030"
"1834","1.875302","192.168.0.192","192.168.0.228","TCP","78","60078  >  7200 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1150070529 TSecr=0 SACK_PERM","60078","7200"
"1840","1.880692","192.168.0.192","192.168.0.228","TCP","78","60079  >  1755 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4033194759 TSecr=0 SACK_PERM","60079","1755"
"1841","1.880692","192.168.0.192","192.168.0.228","TCP","78","60080  >  6112 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1748770792 TSecr=0 SACK_PERM","60080","6112"
"1842","1.880692","192.168.0.192","192.168.0.228","TCP","78","60081  >  6667 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3749403608 TSecr=0 SACK_PERM","60081","6667"
"1843","1.880692","192.168.0.192","192.168.0.228","TCP","78","60082  >  9009 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=312088304 TSecr=0 SACK_PERM","60082","9009"
"1844","1.880692","192.168.0.192","192.168.0.228","TCP","78","60083  >  1088 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4074039202 TSecr=0 SACK_PERM","60083","1088"
"1850","1.886673","192.168.0.192","192.168.0.228","TCP","78","60084  >  5225 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2779484090 TSecr=0 SACK_PERM","60084","5225"
"1851","1.886673","192.168.0.192","192.168.0.228","TCP","78","60085  >  306 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2350826275 TSecr=0 SACK_PERM","60085","306"
"1852","1.886673","192.168.0.192","192.168.0.228","TCP","78","60086  >  7937 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3107143185 TSecr=0 SACK_PERM","60086","7937"
"1853","1.886673","192.168.0.192","192.168.0.228","TCP","78","60087  >  1040 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=191144063 TSecr=0 SACK_PERM","60087","1040"
"1854","1.886673","192.168.0.192","192.168.0.228","TCP","78","60088  >  1130 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1486124647 TSecr=0 SACK_PERM","60088","1130"
"1860","1.918890","192.168.0.192","192.168.0.228","TCP","78","60089  >  3325 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=464472825 TSecr=0 SACK_PERM","60089","3325"
"1861","1.918890","192.168.0.192","192.168.0.228","TCP","78","60090  >  52822 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3775769181 TSecr=0 SACK_PERM","60090","52822"
"1862","1.918890","192.168.0.192","192.168.0.228","TCP","78","60091  >  5802 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3898060107 TSecr=0 SACK_PERM","60091","5802"
"1863","1.918890","192.168.0.192","192.168.0.228","TCP","78","60092  >  1688 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3747728253 TSecr=0 SACK_PERM","60092","1688"
"1864","1.918890","192.168.0.192","192.168.0.228","TCP","78","60093  >  1033 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3543661542 TSecr=0 SACK_PERM","60093","1033"
"1870","1.926632","192.168.0.192","192.168.0.228","TCP","78","60094  >  28201 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2515404160 TSecr=0 SACK_PERM","60094","28201"
"1871","1.926632","192.168.0.192","192.168.0.228","TCP","78","60095  >  32777 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2705954833 TSecr=0 SACK_PERM","60095","32777"
"1872","1.926632","192.168.0.192","192.168.0.228","TCP","78","60096  >  1192 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=679513166 TSecr=0 SACK_PERM","60096","1192"
"1873","1.926632","192.168.0.192","192.168.0.228","TCP","78","60097  >  20 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3712762988 TSecr=0 SACK_PERM","60097","20"
"1874","1.926632","192.168.0.192","192.168.0.228","TCP","78","60098  >  25734 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2383560869 TSecr=0 SACK_PERM","60098","25734"
"1880","1.939213","192.168.0.192","192.168.0.228","TCP","78","60099  >  3322 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1121458971 TSecr=0 SACK_PERM","60099","3322"
"1881","1.939213","192.168.0.192","192.168.0.228","TCP","78","60100  >  2040 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4069881579 TSecr=0 SACK_PERM","60100","2040"
"1882","1.939213","192.168.0.192","192.168.0.228","TCP","78","60101  >  1044 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3239359526 TSecr=0 SACK_PERM","60101","1044"
"1883","1.939213","192.168.0.192","192.168.0.228","TCP","78","60102  >  3324 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2816085338 TSecr=0 SACK_PERM","60102","3324"
"1884","1.939213","192.168.0.192","192.168.0.228","TCP","78","60103  >  9595 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=586340143 TSecr=0 SACK_PERM","60103","9595"
"1890","1.945666","192.168.0.192","192.168.0.228","TCP","78","60104  >  2034 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=443618556 TSecr=0 SACK_PERM","60104","2034"
"1891","1.945666","192.168.0.192","192.168.0.228","TCP","78","60105  >  6389 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1218816916 TSecr=0 SACK_PERM","60105","6389"
"1892","1.945666","192.168.0.192","192.168.0.228","TCP","78","60106  >  8701 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2561371317 TSecr=0 SACK_PERM","60106","8701"
"1893","1.945666","192.168.0.192","192.168.0.228","TCP","78","60107  >  8180 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=903817186 TSecr=0 SACK_PERM","60107","8180"
"1894","1.945666","192.168.0.192","192.168.0.228","TCP","78","60108  >  24 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4175360089 TSecr=0 SACK_PERM","60108","24"
"1900","1.952194","192.168.0.192","192.168.0.228","TCP","78","60109  >  8443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1935521417 TSecr=0 SACK_PERM","60109","8443"
"1901","1.952194","192.168.0.192","192.168.0.228","TCP","78","60110  >  16016 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=20063788 TSecr=0 SACK_PERM","60110","16016"
"1902","1.952194","192.168.0.192","192.168.0.228","TCP","78","60111  >  30000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3985383751 TSecr=0 SACK_PERM","60111","30000"
"1903","1.952194","192.168.0.192","192.168.0.228","TCP","78","60112  >  1110 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2719036264 TSecr=0 SACK_PERM","60112","1110"
"1904","1.952194","192.168.0.192","192.168.0.228","TCP","78","60113  >  5952 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=220351844 TSecr=0 SACK_PERM","60113","5952"
"1910","1.958246","192.168.0.192","192.168.0.228","TCP","78","60114  >  9103 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2457839618 TSecr=0 SACK_PERM","60114","9103"
"1911","1.958246","192.168.0.192","192.168.0.228","TCP","78","60115  >  1718 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1835584223 TSecr=0 SACK_PERM","60115","1718"
"1914","1.963123","192.168.0.192","192.168.0.228","TCP","78","60116  >  593 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1146140780 TSecr=0 SACK_PERM","60116","593"
"1915","1.963123","192.168.0.192","192.168.0.228","TCP","78","60117  >  5002 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4211334359 TSecr=0 SACK_PERM","60117","5002"
"1916","1.963123","192.168.0.192","192.168.0.228","TCP","78","60118  >  5555 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4076869609 TSecr=0 SACK_PERM","60118","5555"
"1917","1.963123","192.168.0.192","192.168.0.228","TCP","78","60119  >  1022 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1255751812 TSecr=0 SACK_PERM","60119","1022"
"1918","1.963123","192.168.0.192","192.168.0.228","TCP","78","60120  >  56738 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2456458355 TSecr=0 SACK_PERM","60120","56738"
"1924","1.968506","192.168.0.192","192.168.0.228","TCP","78","60121  >  125 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=134051150 TSecr=0 SACK_PERM","60121","125"
"1925","1.968506","192.168.0.192","192.168.0.228","TCP","78","60122  >  4550 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=250060487 TSecr=0 SACK_PERM","60122","4550"
"1926","1.968506","192.168.0.192","192.168.0.228","TCP","78","60123  >  6059 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1532963095 TSecr=0 SACK_PERM","60123","6059"
"1927","1.968506","192.168.0.192","192.168.0.228","TCP","78","60124  >  9011 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2828780387 TSecr=0 SACK_PERM","60124","9011"
"1928","1.968506","192.168.0.192","192.168.0.228","TCP","78","60125  >  2043 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=825571824 TSecr=0 SACK_PERM","60125","2043"
"1934","1.975377","192.168.0.192","192.168.0.228","TCP","78","60126  >  33899 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2174142976 TSecr=0 SACK_PERM","60126","33899"
"1935","1.975377","192.168.0.192","192.168.0.228","TCP","78","60127  >  5120 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3498232932 TSecr=0 SACK_PERM","60127","5120"
"1936","1.975377","192.168.0.192","192.168.0.228","TCP","78","60128  >  43 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3051541375 TSecr=0 SACK_PERM","60128","43"
"1937","1.975377","192.168.0.192","192.168.0.228","TCP","78","60129  >  6123 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2058640046 TSecr=0 SACK_PERM","60129","6123"
"1938","1.975377","192.168.0.192","192.168.0.228","TCP","78","60130  >  1521 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2598718310 TSecr=0 SACK_PERM","60130","1521"
"1944","1.981885","192.168.0.192","192.168.0.228","TCP","78","60131  >  14441 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=238212228 TSecr=0 SACK_PERM","60131","14441"
"1945","1.981885","192.168.0.192","192.168.0.228","TCP","78","60132  >  407 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2073763228 TSecr=0 SACK_PERM","60132","407"
"1946","1.981885","192.168.0.192","192.168.0.228","TCP","78","60133  >  32770 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=381161685 TSecr=0 SACK_PERM","60133","32770"
"1947","1.981885","192.168.0.192","192.168.0.228","TCP","78","60134  >  19283 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=727999852 TSecr=0 SACK_PERM","60134","19283"
"1948","1.981885","192.168.0.192","192.168.0.228","TCP","78","60135  >  2718 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1519187449 TSecr=0 SACK_PERM","60135","2718"
"1954","1.988680","192.168.0.192","192.168.0.228","TCP","78","60136  >  7920 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=381489379 TSecr=0 SACK_PERM","60136","7920"
"1955","1.988680","192.168.0.192","192.168.0.228","TCP","78","60137  >  1063 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2975131924 TSecr=0 SACK_PERM","60137","1063"
"1956","1.988680","192.168.0.192","192.168.0.228","TCP","78","60138  >  30951 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1158024917 TSecr=0 SACK_PERM","60138","30951"
"1957","1.988680","192.168.0.192","192.168.0.228","TCP","78","60139  >  8200 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3079985343 TSecr=0 SACK_PERM","60139","8200"
"1958","1.988680","192.168.0.192","192.168.0.228","TCP","78","60140  >  19842 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=936037744 TSecr=0 SACK_PERM","60140","19842"
"1964","1.995193","192.168.0.192","192.168.0.228","TCP","78","60141  >  5961 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1873636281 TSecr=0 SACK_PERM","60141","5961"
"1965","1.995193","192.168.0.192","192.168.0.228","TCP","78","60142  >  8087 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2547802046 TSecr=0 SACK_PERM","60142","8087"
"1966","1.995193","192.168.0.192","192.168.0.228","TCP","78","60143  >  3814 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=343890257 TSecr=0 SACK_PERM","60143","3814"
