"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Destination Port"
"1158","1.242624","192.168.0.192","192.168.0.228","TCP","78","59741  >  49167 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3611641963 TSecr=0 SACK_PERM","59741","49167"
"1162","1.248143","192.168.0.192","192.168.0.228","TCP","78","59742  >  10025 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1807067646 TSecr=0 SACK_PERM","59742","10025"
"1163","1.248143","192.168.0.192","192.168.0.228","TCP","78","59743  >  9290 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2810609196 TSecr=0 SACK_PERM","59743","9290"
"1164","1.248143","192.168.0.192","192.168.0.228","TCP","78","59744  >  1095 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=597350014 TSecr=0 SACK_PERM","59744","1095"
"1168","1.268034","192.168.0.192","192.168.0.228","TCP","78","59745  >  5989 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4105035562 TSecr=0 SACK_PERM","59745","5989"
"1169","1.268034","192.168.0.192","192.168.0.228","TCP","78","59746  >  4004 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3860705932 TSecr=0 SACK_PERM","59746","4004"
"1170","1.268034","192.168.0.192","192.168.0.228","TCP","78","59747  >  888 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=126154443 TSecr=0 SACK_PERM","59747","888"
"1171","1.268034","192.168.0.192","192.168.0.228","TCP","78","59748  >  3827 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3724816047 TSecr=0 SACK_PERM","59748","3827"
"1172","1.268034","192.168.0.192","192.168.0.228","TCP","78","59749  >  898 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1911341767 TSecr=0 SACK_PERM","59749","898"
"1178","1.276784","192.168.0.192","192.168.0.228","TCP","78","59750  >  2701 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1477514104 TSecr=0 SACK_PERM","59750","2701"
"1179","1.276784","192.168.0.192","192.168.0.228","TCP","78","59751  >  5087 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1439472151 TSecr=0 SACK_PERM","59751","5087"
"1180","1.276784","192.168.0.192","192.168.0.228","TCP","78","59752  >  5221 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2204094612 TSecr=0 SACK_PERM","59752","5221"
"1184","1.285130","192.168.0.192","192.168.0.228","TCP","78","59753  >  900 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=553837202 TSecr=0 SACK_PERM","59753","900"
"1185","1.285130","192.168.0.192","192.168.0.228","TCP","78","59754  >  1105 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3874351429 TSecr=0 SACK_PERM","59754","1105"
"1186","1.285130","192.168.0.192","192.168.0.228","TCP","78","59755  >  5718 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2599758722 TSecr=0 SACK_PERM","59755","5718"
"1187","1.285130","192.168.0.192","192.168.0.228","TCP","78","59756  >  212 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1922879689 TSecr=0 SACK_PERM","59756","212"
"1188","1.285130","192.168.0.192","192.168.0.228","TCP","78","59757  >  10566 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4162265638 TSecr=0 SACK_PERM","59757","10566"
"1194","1.294759","192.168.0.192","192.168.0.228","TCP","78","59758  >  255 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1159101311 TSecr=0 SACK_PERM","59758","255"
"1195","1.294759","192.168.0.192","192.168.0.228","TCP","78","59759  >  2009 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3066933737 TSecr=0 SACK_PERM","59759","2009"
"1196","1.294759","192.168.0.192","192.168.0.228","TCP","78","59760  >  1334 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=279705744 TSecr=0 SACK_PERM","59760","1334"
"1197","1.294759","192.168.0.192","192.168.0.228","TCP","78","59761  >  8873 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2832144104 TSecr=0 SACK_PERM","59761","8873"
"1198","1.294759","192.168.0.192","192.168.0.228","TCP","78","59762  >  4001 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1188608927 TSecr=0 SACK_PERM","59762","4001"
"1204","1.302145","192.168.0.192","192.168.0.228","TCP","78","59763  >  4662 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1228657664 TSecr=0 SACK_PERM","59763","4662"
"1205","1.302145","192.168.0.192","192.168.0.228","TCP","78","59764  >  8093 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2229670255 TSecr=0 SACK_PERM","59764","8093"
"1206","1.302145","192.168.0.192","192.168.0.228","TCP","78","59765  >  999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1577455279 TSecr=0 SACK_PERM","59765","999"
"1207","1.302145","192.168.0.192","192.168.0.228","TCP","78","59766  >  1027 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=896410074 TSecr=0 SACK_PERM","59766","1027"
"1208","1.302145","192.168.0.192","192.168.0.228","TCP","78","59767  >  340 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1928647560 TSecr=0 SACK_PERM","59767","340"
"1214","1.308343","192.168.0.192","192.168.0.228","TCP","78","59768  >  3052 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1603348099 TSecr=0 SACK_PERM","59768","3052"
"1215","1.308343","192.168.0.192","192.168.0.228","TCP","78","59769  >  1322 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3628845148 TSecr=0 SACK_PERM","59769","1322"
"1216","1.308343","192.168.0.192","192.168.0.228","TCP","78","59770  >  749 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=977822681 TSecr=0 SACK_PERM","59770","749"
"1217","1.308343","192.168.0.192","192.168.0.228","TCP","78","59771  >  5859 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=400406355 TSecr=0 SACK_PERM","59771","5859"
"1218","1.308343","192.168.0.192","192.168.0.228","TCP","78","59772  >  765 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2975504547 TSecr=0 SACK_PERM","59772","765"
"1224","1.317291","192.168.0.192","192.168.0.228","TCP","78","59773  >  10617 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3918349021 TSecr=0 SACK_PERM","59773","10617"
"1225","1.317291","192.168.0.192","192.168.0.228","TCP","78","59774  >  3404 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=232156937 TSecr=0 SACK_PERM","59774","3404"
"1226","1.317291","192.168.0.192","192.168.0.228","TCP","78","59775  >  63331 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3093813300 TSecr=0 SACK_PERM","59775","63331"
"1227","1.317291","192.168.0.192","192.168.0.228","TCP","78","59776  >  3546 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1452931117 TSecr=0 SACK_PERM","59776","3546"
"1228","1.317291","192.168.0.192","192.168.0.228","TCP","78","59777  >  6666 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1931423105 TSecr=0 SACK_PERM","59777","6666"
"1234","1.323848","192.168.0.192","192.168.0.228","TCP","78","59778  >  1077 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2311933682 TSecr=0 SACK_PERM","59778","1077"
"1235","1.323848","192.168.0.192","192.168.0.228","TCP","78","59779  >  264 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=254007741 TSecr=0 SACK_PERM","59779","264"
"1236","1.323848","192.168.0.192","192.168.0.228","TCP","78","59780  >  2200 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3781756285 TSecr=0 SACK_PERM","59780","2200"
"1237","1.323848","192.168.0.192","192.168.0.228","TCP","78","59781  >  1079 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3975984379 TSecr=0 SACK_PERM","59781","1079"
"1238","1.323848","192.168.0.192","192.168.0.228","TCP","78","59782  >  24800 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=570924421 TSecr=0 SACK_PERM","59782","24800"
"1244","1.331078","192.168.0.192","192.168.0.228","TCP","78","59783  >  2100 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1280449972 TSecr=0 SACK_PERM","59783","2100"
"1245","1.331078","192.168.0.192","192.168.0.228","TCP","78","59784  >  2049 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=247843204 TSecr=0 SACK_PERM","59784","2049"
"1246","1.331078","192.168.0.192","192.168.0.228","TCP","78","59785  >  2065 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3019880344 TSecr=0 SACK_PERM","59785","2065"
"1247","1.331078","192.168.0.192","192.168.0.228","TCP","78","59786  >  1073 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=21602951 TSecr=0 SACK_PERM","59786","1073"
"1248","1.331078","192.168.0.192","192.168.0.228","TCP","78","59787  >  7070 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3727452481 TSecr=0 SACK_PERM","59787","7070"
"1254","1.337853","192.168.0.192","192.168.0.228","TCP","78","59788  >  9593 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2635668956 TSecr=0 SACK_PERM","59788","9593"
"1255","1.337853","192.168.0.192","192.168.0.228","TCP","78","59789  >  5200 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1588754961 TSecr=0 SACK_PERM","59789","5200"
"1258","1.339990","192.168.0.192","192.168.0.228","TCP","78","59790  >  7004 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2520699789 TSecr=0 SACK_PERM","59790","7004"
"1259","1.339990","192.168.0.192","192.168.0.228","TCP","78","59791  >  1719 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4090992476 TSecr=0 SACK_PERM","59791","1719"
"1260","1.339990","192.168.0.192","192.168.0.228","TCP","78","59792  >  1352 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2932183240 TSecr=0 SACK_PERM","59792","1352"
"1264","1.345456","192.168.0.192","192.168.0.228","TCP","78","59793  >  3517 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2539231109 TSecr=0 SACK_PERM","59793","3517"
"1265","1.345456","192.168.0.192","192.168.0.228","TCP","78","59794  >  50389 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4287394808 TSecr=0 SACK_PERM","59794","50389"
"1266","1.345456","192.168.0.192","192.168.0.228","TCP","78","59795  >  32772 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3980584788 TSecr=0 SACK_PERM","59795","32772"
"1267","1.345456","192.168.0.192","192.168.0.228","TCP","78","59796  >  2608 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3644669255 TSecr=0 SACK_PERM","59796","2608"
"1268","1.345456","192.168.0.192","192.168.0.228","TCP","78","59797  >  1840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1245757442 TSecr=0 SACK_PERM","59797","1840"
"1274","1.351981","192.168.0.192","192.168.0.228","TCP","78","59798  >  9081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=405692871 TSecr=0 SACK_PERM","59798","9081"
"1275","1.351981","192.168.0.192","192.168.0.228","TCP","78","59799  >  1165 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=605854910 TSecr=0 SACK_PERM","59799","1165"
"1276","1.351981","192.168.0.192","192.168.0.228","TCP","78","59800  >  222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4278619166 TSecr=0 SACK_PERM","59800","222"
"1277","1.351981","192.168.0.192","192.168.0.228","TCP","78","59801  >  992 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1466498805 TSecr=0 SACK_PERM","59801","992"
"1278","1.351981","192.168.0.192","192.168.0.228","TCP","78","59802  >  6547 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3152681245 TSecr=0 SACK_PERM","59802","6547"
"1284","1.357851","192.168.0.192","192.168.0.228","TCP","78","59803  >  711 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1731188344 TSecr=0 SACK_PERM","59803","711"
"1285","1.357851","192.168.0.192","192.168.0.228","TCP","78","59804  >  5877 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=525768192 TSecr=0 SACK_PERM","59804","5877"
"1288","1.359732","192.168.0.192","192.168.0.228","TCP","78","59805  >  1075 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1074940665 TSecr=0 SACK_PERM","59805","1075"
"1289","1.359732","192.168.0.192","192.168.0.228","TCP","78","59806  >  8082 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1279362217 TSecr=0 SACK_PERM","59806","8082"
"1290","1.359732","192.168.0.192","192.168.0.228","TCP","78","59807  >  1812 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=176761319 TSecr=0 SACK_PERM","59807","1812"
"1294","1.365793","192.168.0.192","192.168.0.228","TCP","78","59808  >  26214 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2286397069 TSecr=0 SACK_PERM","59808","26214"
"1295","1.365793","192.168.0.192","192.168.0.228","TCP","78","59809  >  8651 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=111749062 TSecr=0 SACK_PERM","59809","8651"
"1298","1.368841","192.168.0.192","192.168.0.228","TCP","78","59810  >  3333 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3693297943 TSecr=0 SACK_PERM","59810","3333"
"1299","1.368841","192.168.0.192","192.168.0.228","TCP","78","59811  >  631 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2958382721 TSecr=0 SACK_PERM","59811","631"
"1300","1.368841","192.168.0.192","192.168.0.228","TCP","78","59812  >  1839 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1164260187 TSecr=0 SACK_PERM","59812","1839"
"1304","1.370895","192.168.0.192","192.168.0.228","TCP","78","59813  >  34572 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=180128708 TSecr=0 SACK_PERM","59813","34572"
"1305","1.370895","192.168.0.192","192.168.0.228","TCP","78","59814  >  6510 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2249872801 TSecr=0 SACK_PERM","59814","6510"
"1308","1.374714","192.168.0.192","192.168.0.228","TCP","78","59815  >  9575 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3019955964 TSecr=0 SACK_PERM","59815","9575"
"1309","1.374714","192.168.0.192","192.168.0.228","TCP","78","59816  >  38292 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1951108742 TSecr=0 SACK_PERM","59816","38292"
"1310","1.374714","192.168.0.192","192.168.0.228","TCP","78","59817  >  52869 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=139195480 TSecr=0 SACK_PERM","59817","52869"
"1314","1.377902","192.168.0.192","192.168.0.228","TCP","78","59818  >  808 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2120230184 TSecr=0 SACK_PERM","59818","808"
"1315","1.377902","192.168.0.192","192.168.0.228","TCP","78","59819  >  60020 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=915023058 TSecr=0 SACK_PERM","59819","60020"
"1318","1.390268","192.168.0.192","192.168.0.228","TCP","78","59820  >  49154 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2764862086 TSecr=0 SACK_PERM","59820","49154"
"1319","1.390268","192.168.0.192","192.168.0.228","TCP","78","59821  >  3995 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=636478231 TSecr=0 SACK_PERM","59821","3995"
"1320","1.390268","192.168.0.192","192.168.0.228","TCP","78","59822  >  903 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2716602332 TSecr=0 SACK_PERM","59822","903"
"1321","1.390268","192.168.0.192","192.168.0.228","TCP","78","59823  >  1070 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2834329376 TSecr=0 SACK_PERM","59823","1070"
"1322","1.390268","192.168.0.192","192.168.0.228","TCP","78","59824  >  9502 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=367209289 TSecr=0 SACK_PERM","59824","9502"
"1328","1.398971","192.168.0.192","192.168.0.228","TCP","78","59825  >  7103 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2158192484 TSecr=0 SACK_PERM","59825","7103"
"1329","1.398971","192.168.0.192","192.168.0.228","TCP","78","59826  >  5214 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=731008319 TSecr=0 SACK_PERM","59826","5214"
"1332","1.410744","192.168.0.192","192.168.0.228","TCP","78","59827  >  8652 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2675203835 TSecr=0 SACK_PERM","59827","8652"
"1333","1.410744","192.168.0.192","192.168.0.228","TCP","78","59828  >  911 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3643186890 TSecr=0 SACK_PERM","59828","911"
"1334","1.410744","192.168.0.192","192.168.0.228","TCP","78","59829  >  3371 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2640210968 TSecr=0 SACK_PERM","59829","3371"
"1335","1.410744","192.168.0.192","192.168.0.228","TCP","78","59830  >  81 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1586509838 TSecr=0 SACK_PERM","59830","81"
"1336","1.410744","192.168.0.192","192.168.0.228","TCP","78","59831  >  2048 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=794233053 TSecr=0 SACK_PERM","59831","2048"
"1342","1.416211","192.168.0.192","192.168.0.228","TCP","78","59832  >  44176 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2583492846 TSecr=0 SACK_PERM","59832","44176"
"1343","1.416211","192.168.0.192","192.168.0.228","TCP","78","59833  >  2809 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4288498945 TSecr=0 SACK_PERM","59833","2809"
"1344","1.416211","192.168.0.192","192.168.0.228","TCP","78","59834  >  1201 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4205250751 TSecr=0 SACK_PERM","59834","1201"
"1345","1.416211","192.168.0.192","192.168.0.228","TCP","78","59835  >  49153 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1892144552 TSecr=0 SACK_PERM","59835","49153"
"1346","1.416211","192.168.0.192","192.168.0.228","TCP","78","59836  >  6502 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1792978507 TSecr=0 SACK_PERM","59836","6502"
"1352","1.424183","192.168.0.192","192.168.0.228","TCP","78","59837  >  1233 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=456113946 TSecr=0 SACK_PERM","59837","1233"
"1353","1.424183","192.168.0.192","192.168.0.228","TCP","78","59838  >  4900 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2052039540 TSecr=0 SACK_PERM","59838","4900"
"1354","1.424183","192.168.0.192","192.168.0.228","TCP","78","59839  >  10012 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2957952116 TSecr=0 SACK_PERM","59839","10012"
"1355","1.424183","192.168.0.192","192.168.0.228","TCP","78","59840  >  51103 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3111108707 TSecr=0 SACK_PERM","59840","51103"
"1356","1.424183","192.168.0.192","192.168.0.228","TCP","78","59841  >  9968 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4179615127 TSecr=0 SACK_PERM","59841","9968"
"1362","1.429830","192.168.0.192","192.168.0.228","TCP","78","59842  >  3011 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1644763455 TSecr=0 SACK_PERM","59842","3011"
"1363","1.429830","192.168.0.192","192.168.0.228","TCP","78","59843  >  2020 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3517491632 TSecr=0 SACK_PERM","59843","2020"
"1364","1.429830","192.168.0.192","192.168.0.228","TCP","78","59844  >  6969 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4106275246 TSecr=0 SACK_PERM","59844","6969"
"1365","1.429830","192.168.0.192","192.168.0.228","TCP","78","59845  >  1047 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=481439962 TSecr=0 SACK_PERM","59845","1047"
"1366","1.429830","192.168.0.192","192.168.0.228","TCP","78","59846  >  5950 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1036977540 TSecr=0 SACK_PERM","59846","5950"
"1373","1.440232","192.168.0.192","192.168.0.228","TCP","78","59847  >  211 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3213734050 TSecr=0 SACK_PERM","59847","211"
"1374","1.440232","192.168.0.192","192.168.0.228","TCP","78","59848  >  3006 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2694008409 TSecr=0 SACK_PERM","59848","3006"
"1375","1.440232","192.168.0.192","192.168.0.228","TCP","78","59849  >  32785 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2949945868 TSecr=0 SACK_PERM","59849","32785"
"1376","1.440232","192.168.0.192","192.168.0.228","TCP","78","59850  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1946257029 TSecr=0 SACK_PERM","59850","5222"
"1377","1.440232","192.168.0.192","192.168.0.228","TCP","78","59851  >  9091 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2778551832 TSecr=0 SACK_PERM","59851","9091"
"1383","1.445942","192.168.0.192","192.168.0.228","TCP","78","59852  >  32773 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=144326198 TSecr=0 SACK_PERM","59852","32773"
"1384","1.445942","192.168.0.192","192.168.0.228","TCP","78","59853  >  8100 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1246393685 TSecr=0 SACK_PERM","59853","8100"
"1385","1.445942","192.168.0.192","192.168.0.228","TCP","78","59854  >  8001 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=973673376 TSecr=0 SACK_PERM","59854","8001"
"1386","1.445942","192.168.0.192","192.168.0.228","TCP","78","59855  >  9929 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=709109431 TSecr=0 SACK_PERM","59855","9929"
"1387","1.445942","192.168.0.192","192.168.0.228","TCP","78","59856  >  311 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3382481104 TSecr=0 SACK_PERM","59856","311"
"1393","1.453170","192.168.0.192","192.168.0.228","TCP","78","59857  >  3945 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=535873450 TSecr=0 SACK_PERM","59857","3945"
"1394","1.453170","192.168.0.192","192.168.0.228","TCP","78","59858  >  1234 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=214551374 TSecr=0 SACK_PERM","59858","1234"
"1395","1.453170","192.168.0.192","192.168.0.228","TCP","78","59859  >  3476 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1592614287 TSecr=0 SACK_PERM","59859","3476"
"1396","1.453170","192.168.0.192","192.168.0.228","TCP","78","59860  >  6566 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=118523349 TSecr=0 SACK_PERM","59860","6566"
"1397","1.453170","192.168.0.192","192.168.0.228","TCP","78","59861  >  5962 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=897369702 TSecr=0 SACK_PERM","59861","5962"
"1403","1.459541","192.168.0.192","192.168.0.228","TCP","78","59862  >  5906 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2830022648 TSecr=0 SACK_PERM","59862","5906"
"1404","1.459541","192.168.0.192","192.168.0.228","TCP","78","59863  >  2119 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3706067114 TSecr=0 SACK_PERM","59863","2119"
"1405","1.459541","192.168.0.192","192.168.0.228","TCP","78","59864  >  40193 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4065758366 TSecr=0 SACK_PERM","59864","40193"
"1406","1.459541","192.168.0.192","192.168.0.228","TCP","78","59865  >  8500 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1195368523 TSecr=0 SACK_PERM","59865","8500"
"1407","1.459541","192.168.0.192","192.168.0.228","TCP","78","59866  >  16080 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2316805489 TSecr=0 SACK_PERM","59866","16080"
"1413","1.466860","192.168.0.192","192.168.0.228","TCP","78","59867  >  8800 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2705789500 TSecr=0 SACK_PERM","59867","8800"
"1415","1.485982","192.168.0.192","192.168.0.228","TCP","78","59868  >  1099 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3861178352 TSecr=0 SACK_PERM","59868","1099"
"1416","1.485982","192.168.0.192","192.168.0.228","TCP","78","59869  >  1935 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2876059613 TSecr=0 SACK_PERM","59869","1935"
"1417","1.485982","192.168.0.192","192.168.0.228","TCP","78","59870  >  1032 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3861026016 TSecr=0 SACK_PERM","59870","1032"
"1418","1.485982","192.168.0.192","192.168.0.228","TCP","78","59871  >  11111 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1947585565 TSecr=0 SACK_PERM","59871","11111"
"1419","1.485982","192.168.0.192","192.168.0.228","TCP","78","59872  >  2910 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4035850289 TSecr=0 SACK_PERM","59872","2910"
"1425","1.491737","192.168.0.192","192.168.0.228","TCP","78","59873  >  1183 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=14862315 TSecr=0 SACK_PERM","59873","1183"
"1426","1.491737","192.168.0.192","192.168.0.228","TCP","78","59874  >  5998 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2900207820 TSecr=0 SACK_PERM","59874","5998"
